Year,Member State,Region,8 Types of Farming,Economic Size,(SE010) Total labour input (AWU),(SE025) Total Utilised Agricultural Area (ha),(SE080) Total livestock units (LU),(SE131) Total output (€/farm),(SE132) Total output / Total input (ratio),(SE135) Total output crops & crop production (€/farm),(SE136) Total crops output (€/ha),(SE206) Total output livestock & livestock products (€/farm),(SE270) Total Inputs (€),(SE281) Total specific costs (€),(SE284) Specific crop costs (€/ha),(SE285) Seeds and plants (€),(SE295) Fertilisers (€),(SE300) Crop protection (€),(SE305) Other crop specific costs (€),(SE309) Specific livestock costs (€/LU),(SE345) Energy (€),(SE410) Gross Farm Income (€),(SE415) Farm Net Value Added (€),(SE425) Farm Net Value Added (€/AWU),(SE605) Total subsidies - excluding on investments (€)
2019,EU27_2020,(835) Yuzhen tsentralen,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,3.04,85.68,88.87,39175,0.83,1504,17.6,37671,47226,25207,5.12,438,0,0,0,267.51,4946,45506,43490,14318.6,40941
2019,EU27_2020,(835) Yuzhen tsentralen,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,2.96,149.7,179.89,79466,1.32,1746,11.66,77720,60305,24862,1.68,0,0,0,252,136.81,12159,106410,96665,32691.44,66893
2019,EU27_2020,(835) Yuzhen tsentralen,(7) Granivores,(5) 100 000 - < 500 000 EUR,5.78,2.25,253.73,357839,1.09,1154,551.79,356684,329228,203955,267.26,127,429,46,0,801.46,16467,115733,78661,13615.51,21662
2019,EU27_2020,(835) Yuzhen tsentralen,(7) Granivores,(6) >= 500 000 EUR,20.22,0,1511.47,1225684,0.96,0,-,1225684,1282805,795544,-,0,0,0,0,526.34,67134,366814,130640,6460.44,74324
2019,EU27_2020,(835) Yuzhen tsentralen,(8) Mixed,(1) 2 000 - < 8 000 EUR,0.85,0.82,0.58,3519,1.08,352,427.85,3167,3252,1459,150.85,58,42,21,3,774.74,61,3147,2459,2890.34,1736
2019,EU27_2020,(835) Yuzhen tsentralen,(8) Mixed,(2) 8 000 - < 25 000 EUR,1.25,0.67,1.75,9352,1.37,441,673.19,8911,6819,3991,65.95,22,11,8,2,757.39,253,8011,7254,5793.04,3525
2019,EU27_2020,(835) Yuzhen tsentralen,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.78,0,0,6483,0.94,0,-,6483,6861,5788,-,0,0,0,0,-,0,1306,1000,562.86,1377
2019,EU27_2020,(835) Yuzhen tsentralen,(8) Mixed,(4) 50 000 - < 100 000 EUR,5.34,0,0,29171,0.76,0,-,26103,38525,13202,-,0,0,0,0,-,2914,21257,18897,3535.55,12523
2019,EU27_2020,(835) Yuzhen tsentralen,(8) Mixed,(5) 100 000 - < 500 000 EUR,5.22,214.72,107.85,164654,0.8,70229,371.13,94425,205593,98749,148.02,7684,19576,3514,1010,620.92,15060,83929,70949,13598.66,58404
2019,EU27_2020,(835) Yuzhen tsentralen,(8) Mixed,(6) >= 500 000 EUR,27.68,673.4,162.96,424480,0.76,320436,475.85,104044,557203,178997,182.64,35971,67482,19538,0,343.68,64545,322269,297818,10760.58,166432
2019,EU27_2020,(836) Yugoiztochen,(1) Fieldcrops,(1) 2 000 - < 8 000 EUR,1.21,7.48,0,5943,1.25,5943,812.62,0,4740,1118,149.49,389,445,270,13,-,666,6248,5369,4442.41,2836
2019,EU27_2020,(836) Yugoiztochen,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,1.59,22.25,0,14961,0.95,14798,714.7,162,15820,3243,144.8,998,1441,731,51,-,2277,13241,10695,6739.32,6171
2019,EU27_2020,(836) Yugoiztochen,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,2.14,37.78,0,29731,1.02,29731,867.45,0,29096,6298,166.18,2344,2858,984,93,-,2486,27026,23729,11105.14,11446
2019,EU27_2020,(836) Yugoiztochen,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,2.19,104.9,0,71372,1.06,71372,732.61,0,67143,21684,206.71,5672,10319,4762,931,-,7090,61066,49197,22501.13,26200
2019,EU27_2020,(836) Yugoiztochen,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,6.99,346.11,3.26,227872,0.83,206529,630.78,1959,275262,77582,218.09,22289,33530,19251,413,644.36,28687,165740,132321,18921.99,74547
2019,EU27_2020,(836) Yugoiztochen,(1) Fieldcrops,(6) >= 500 000 EUR,23.26,1401.18,43.38,1015787,0.87,947694,696.78,44533,1167978,368199,232.17,73967,157025,93255,1065,988.63,110317,707774,589763,25357.1,305291
2019,EU27_2020,(836) Yugoiztochen,(2) Horticulture,(1) 2 000 - < 8 000 EUR,1.34,1.04,0,7323,1.18,7323,7014.5,0,6230,1329,1272.86,699,214,283,133,-,748,4435,3850,2872.93,259
2019,EU27_2020,(836) Yugoiztochen,(2) Horticulture,(2) 8 000 - < 25 000 EUR,1.52,1.22,0,11185,4.85,11185,9168.19,0,2304,665,544.83,128,205,256,77,-,537,11130,10795,7114.91,1454
2019,EU27_2020,(836) Yugoiztochen,(2) Horticulture,(3) 25 000 - < 50 000 EUR,3.82,4.45,0,48448,1.5,48448,10899.43,0,32297,6173,1388.79,2204,977,1713,1279,-,3219,38814,32851,8606.84,2862
2019,EU27_2020,(836) Yugoiztochen,(2) Horticulture,(4) 50 000 - < 100 000 EUR,2.47,1.66,0,35337,1.7,35337,21287.63,0,20772,7790,4693.02,2189,4079,698,824,-,1185,29434,25877,10459.08,6895
2019,EU27_2020,(836) Yugoiztochen,(2) Horticulture,(5) 100 000 - < 500 000 EUR,23.09,104.94,0,954998,1.07,954998,9100.42,0,891572,241405,2300.41,59785,65504,68650,47466,-,181708,576330,300630,13020.85,71904
2019,EU27_2020,(836) Yugoiztochen,(2) Horticulture,(6) >= 500 000 EUR,3.62,51.77,0,19716,0.68,19716,406.01,0,29029,4438,85.73,2393,0,1350,695,-,3794,26132,20862,5761.8,16395
2019,EU27_2020,(836) Yugoiztochen,(3) Wine,(1) 2 000 - < 8 000 EUR,1.3,5.08,0,11818,1.34,11818,2326.41,0,8844,3023,595.04,0,65,2344,614,-,522,9640,7846,6027.19,1180
2019,EU27_2020,(836) Yugoiztochen,(3) Wine,(2) 8 000 - < 25 000 EUR,2.16,14.09,0,28893,0.89,28893,2051.12,0,32292,5217,370.37,97,855,2372,1894,-,2188,20375,11129,5143.4,3229
2019,EU27_2020,(836) Yugoiztochen,(3) Wine,(3) 25 000 - < 50 000 EUR,3.42,25.64,0,76295,1.16,76295,2975.63,0,65602,14899,581.07,0,0,14899,0,-,8895,53111,25756,7535.23,5784
2019,EU27_2020,(836) Yugoiztochen,(3) Wine,(4) 50 000 - < 100 000 EUR,19.21,59.61,0,487598,0.68,57915,1364,0,714487,398004,798.89,0,6179,23993,17450,-,19897,-15571,-112785,-5870.8,18725
2019,EU27_2020,(836) Yugoiztochen,(3) Wine,(5) 100 000 - < 500 000 EUR,65.37,200.78,0,531372,0.4,354286,1766.84,0,1325335,40337,200.9,0,0,31987,8350,-,34568,265549,50807,777.19,39976
2019,EU27_2020,(836) Yugoiztochen,(3) Wine,(6) >= 500 000 EUR,39.57,511.76,0,1461929,1.04,1461929,2874.93,0,1404417,245343,479.41,65,69994,138546,36737,-,83135,1069621,736311,18607.09,89790
2019,EU27_2020,(836) Yugoiztochen,(4) Other permanent crops,(1) 2 000 - < 8 000 EUR,1.52,3.72,0,8526,1.47,8526,2343.23,0,5788,1218,327.57,0,505,687,26,-,824,10341,9612,6304.57,4161
2019,EU27_2020,(836) Yugoiztochen,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,2.56,9.61,0,26017,1.67,26017,2707.25,0,15608,3398,353.57,100,976,1939,383,-,1731,29771,27354,10670.37,10129
2019,EU27_2020,(836) Yugoiztochen,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,1.94,20.78,0,45151,1.02,45151,2172.83,0,44271,17096,822.71,0,8334,8148,614,-,2827,43741,39139,20178.3,32351
2019,EU27_2020,(836) Yugoiztochen,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,6.61,55.74,0,118301,1.04,118301,2122.38,0,113236,12303,220.73,0,3179,9020,105,-,9650,124638,93528,14149.62,45158
2019,EU27_2020,(836) Yugoiztochen,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,16.65,82.62,0,215485,0.46,213824,2591.65,1662,464351,55503,666.22,0,12823,31664,10557,-,33736,43747,-68532,-4115.82,76168
2019,EU27_2020,(836) Yugoiztochen,(5) Milk,(1) 2 000 - < 8 000 EUR,1.75,0.49,6.36,5713,1.9,231,467.42,5482,3002,2311,50.09,9,10,5,0,359.26,298,3517,3296,1882.71,167
2019,EU27_2020,(836) Yugoiztochen,(5) Milk,(2) 8 000 - < 25 000 EUR,1.75,5.45,18.95,13449,1.61,588,117.06,12861,8357,5765,18.46,11,51,38,0,298.97,680,10056,9874,5653.95,3064
2019,EU27_2020,(836) Yugoiztochen,(5) Milk,(3) 25 000 - < 50 000 EUR,2.91,12.89,35.71,29620,1.83,730,115.58,28890,16201,9732,4.36,0,31,26,0,270.94,720,26063,25564,8781.23,6363
2019,EU27_2020,(836) Yugoiztochen,(5) Milk,(4) 50 000 - < 100 000 EUR,3.91,60.76,58.7,64067,0.95,5215,149.31,58852,67194,41882,17.91,833,119,126,10,694.93,3507,41104,38162,9768.67,25688
2019,EU27_2020,(836) Yugoiztochen,(5) Milk,(5) 100 000 - < 500 000 EUR,4.44,205.23,197.72,177077,1.04,40010,211.59,137067,170392,85274,37.65,2933,3733,1003,59,392.21,20447,138827,117765,26496.22,76444
2019,EU27_2020,(836) Yugoiztochen,(5) Milk,(6) >= 500 000 EUR,17.23,348.35,419.62,716968,0.9,55974,197.02,660994,797090,459900,39.11,6072,4602,0,2950,1063.54,72929,283318,210470,12216.45,156449
2019,EU27_2020,(836) Yugoiztochen,(6) Other grazing livestock,(1) 2 000 - < 8 000 EUR,1.74,1.56,12.54,7664,1.8,36,36.56,7628,4264,2939,4.17,1,4,1,0,233.83,244,7696,7460,4288.93,3020
2019,EU27_2020,(836) Yugoiztochen,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,2.37,11.16,25.09,15958,1.31,750,76.56,15209,12223,6605,11.29,33,44,35,14,258.27,1069,18108,17336,7326.56,9222
2019,EU27_2020,(836) Yugoiztochen,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,2.94,54.81,44.73,35250,0.81,7211,193.8,28039,43661,23040,5.23,27,0,0,259,508.67,4368,31407,27733,9424.77,27016
2019,EU27_2020,(836) Yugoiztochen,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,4.55,144.53,124.36,56263,0.59,10424,80.76,45838,95208,38669,7.23,359,196,311,179,302.55,7148,53541,43548,9568.69,50134
2019,EU27_2020,(836) Yugoiztochen,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,2.5,6.87,275.82,256195,1.98,0,0,256195,129111,89752,0,0,0,0,0,325.4,4059,180356,166571,66628.42,27283
2019,EU27_2020,(836) Yugoiztochen,(6) Other grazing livestock,(6) >= 500 000 EUR,19,260.18,490.1,369667,0.81,147015,565.05,222653,456615,202064,246.79,26580,19949,15203,2476,281.28,71730,141395,90925,4785.51,93739
2019,EU27_2020,(836) Yugoiztochen,(7) Granivores,(3) 25 000 - < 50 000 EUR,2.15,2.7,33.1,69788,1.34,584,216.17,69204,52151,23131,9.47,26,0,0,0,698.13,15153,28150,24765,11543.58,1239
2019,EU27_2020,(836) Yugoiztochen,(7) Granivores,(5) 100 000 - < 500 000 EUR,4.85,2.36,287.86,241483,1.06,1144,484.5,188646,227052,153692,221.12,135,153,235,0,426.41,12028,65208,52115,10743.54,12866
2019,EU27_2020,(836) Yugoiztochen,(7) Granivores,(6) >= 500 000 EUR,37.96,55.84,3654.58,4202795,1.26,36102,658.54,4165975,3333929,2285664,236.45,3755,6692,2756,0,621.81,159043,1980420,1624926,42806.02,354851
2019,EU27_2020,(836) Yugoiztochen,(8) Mixed,(1) 2 000 - < 8 000 EUR,1.29,0.8,0.31,5244,1.57,331,539.63,4913,3337,1327,65.32,17,13,13,9,330.13,456,4273,3585,2771.05,1050
2019,EU27_2020,(836) Yugoiztochen,(8) Mixed,(2) 8 000 - < 25 000 EUR,1.31,9.82,3.88,8307,0.99,1778,180.97,6530,8420,3969,37.57,155,136,79,0,421.44,423,8333,7563,5770.77,4495
2019,EU27_2020,(836) Yugoiztochen,(8) Mixed,(3) 25 000 - < 50 000 EUR,2.86,9.08,60.26,24482,1.37,22134,5734.24,2348,17918,11596,208.35,614,767,511,0,161.03,767,25866,25010,8738.39,15256
2019,EU27_2020,(836) Yugoiztochen,(8) Mixed,(4) 50 000 - < 100 000 EUR,4.14,38.31,29.59,40611,0.87,15252,436.65,25359,46435,19551,161.64,1569,3501,1123,0,451.47,5103,37951,33484,8083.57,17903
2019,EU27_2020,(836) Yugoiztochen,(8) Mixed,(5) 100 000 - < 500 000 EUR,13.82,457.07,197.73,275242,0.6,208154,463.55,67088,461380,194575,192.28,32578,39728,15039,539,539.59,43966,110079,58076,4201.98,110993
2019,EU27_2020,(836) Yugoiztochen,(8) Mixed,(6) >= 500 000 EUR,26.06,953,442.09,908223,0.78,473700,513.69,434523,1158043,414005,176.79,56938,64935,46608,0,555.37,108119,583905,415681,15949.85,334498
2019,EU27_2020,(831) Severozapaden,(1) Fieldcrops,(1) 2 000 - < 8 000 EUR,1.77,6.88,0.12,4672,0.69,4016,635.33,277,6817,1725,225.59,779,409,355,9,668.88,651,3059,1358,768.82,1706
2019,EU27_2020,(831) Severozapaden,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,1.29,19.07,0.09,13626,1.07,13558,747.45,68,12794,3864,198.29,1603,1505,653,20,878.62,1177,11884,10683,8302.55,4903
2019,EU27_2020,(831) Severozapaden,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,1.9,50.09,0,38551,1.02,38551,790.83,0,37774,9680,193.25,2946,4668,2061,4,-,3561,32974,27973,14746.95,10509
2019,EU27_2020,(831) Severozapaden,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,2.11,92.11,0.14,62869,0.91,62620,704.19,249,69348,20225,217.99,7220,8191,4638,29,1013.2,7301,51772,41993,19913.29,19478
2019,EU27_2020,(831) Severozapaden,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,5.55,382.04,1.51,283021,0.9,281803,759.94,1218,314210,90767,233.09,24521,41290,23033,204,1116.19,32436,207466,162795,29315.49,74228
2019,EU27_2020,(831) Severozapaden,(1) Fieldcrops,(6) >= 500 000 EUR,21.8,1880.19,11.1,1709402,0.96,1684302,922.87,10949,1773050,511701,267.19,130933,216229,149923,5279,838.6,152551,1205381,941089,43174.84,345169
2019,EU27_2020,(831) Severozapaden,(2) Horticulture,(1) 2 000 - < 8 000 EUR,2.14,0.78,0.28,16570,1.49,16477,21124.33,93,11136,3034,3785.48,1920,861,106,66,290.58,749,12199,10649,4970.72,116
2019,EU27_2020,(831) Severozapaden,(2) Horticulture,(2) 8 000 - < 25 000 EUR,2.07,1.39,0,9202,1.07,9202,5849.22,0,8572,2516,1699.83,1121,691,502,201,-,1081,5494,4561,2207.73,840
2019,EU27_2020,(831) Severozapaden,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1.55,1.41,0,10021,2.18,10021,7922.11,0,4588,1106,786.96,276,366,294,170,-,667,8750,8520,5490.62,251
2019,EU27_2020,(831) Severozapaden,(2) Horticulture,(5) 100 000 - < 500 000 EUR,7.22,10.53,0,192153,1.78,187166,17774.58,0,108114,51454,4412.86,17865,6197,9679,12727,-,12504,135462,127226,17632.28,14077
2019,EU27_2020,(831) Severozapaden,(3) Wine,(1) 2 000 - < 8 000 EUR,1.52,3.58,0,5444,1.67,5444,1520.76,0,3262,179,49.99,0,0,179,0,-,153,4988,4825,3182.42,214
2019,EU27_2020,(831) Severozapaden,(3) Wine,(2) 8 000 - < 25 000 EUR,2.98,14.07,0,13029,1.11,13029,925.81,0,11694,1280,90.95,0,0,1280,0,-,1938,18836,16937,5690.8,6597
2019,EU27_2020,(831) Severozapaden,(3) Wine,(3) 25 000 - < 50 000 EUR,11.6,21.37,0,61185,0.32,61185,2863.11,0,190765,6774,316.97,0,0,6774,0,-,10149,3117,-26896,-2317.97,4923
2019,EU27_2020,(831) Severozapaden,(3) Wine,(5) 100 000 - < 500 000 EUR,1.45,118.58,0,50355,0.7,50355,429.07,0,72067,16424,138.51,0,10431,5993,0,-,26679,24326,19396,13352.5,23396
2019,EU27_2020,(831) Severozapaden,(4) Other permanent crops,(1) 2 000 - < 8 000 EUR,1.58,5.57,0,14903,1.21,14903,2737.03,0,12327,1555,279.24,6,565,920,64,-,460,14393,10638,6752.38,2393
2019,EU27_2020,(831) Severozapaden,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,1.33,11.48,0,14633,1.37,14633,1286.68,0,10701,1446,125.95,368,440,461,177,-,832,18310,16628,12484.08,6687
2019,EU27_2020,(831) Severozapaden,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,1.8,28.2,0,11900,0.42,11900,421.92,0,28547,6594,233.82,3342,1167,1369,716,-,563,22196,20091,11133.34,19283
2019,EU27_2020,(831) Severozapaden,(5) Milk,(1) 2 000 - < 8 000 EUR,1,1.92,4.3,4933,0.96,1278,665.75,3655,5155,3007,141.67,128,102,42,0,636.15,869,662,605,605.28,446
2019,EU27_2020,(831) Severozapaden,(5) Milk,(2) 8 000 - < 25 000 EUR,2.37,6.49,18.1,14506,1.06,2618,403.32,11887,13684,6276,137.8,277,406,211,0,297.36,740,8884,8321,3513.66,2800
2019,EU27_2020,(831) Severozapaden,(5) Milk,(3) 25 000 - < 50 000 EUR,2.38,10.72,31.91,40769,1.69,6896,643.5,33873,24083,12215,108.02,288,619,157,94,346.52,2981,29088,28430,11934.49,7003
2019,EU27_2020,(831) Severozapaden,(5) Milk,(4) 50 000 - < 100 000 EUR,3.48,43.11,77.98,65470,1.49,5171,119.95,60300,44082,23842,6.63,99,123,58,6,302.1,2597,60004,56761,16317.8,20660
2019,EU27_2020,(831) Severozapaden,(5) Milk,(5) 100 000 - < 500 000 EUR,4.22,133.58,126.75,118433,0.69,62551,468.25,55882,170836,71722,108.17,5846,4775,3829,0,451.84,13200,62292,31884,7562.18,47942
2019,EU27_2020,(831) Severozapaden,(6) Other grazing livestock,(1) 2 000 - < 8 000 EUR,2.05,6.22,8.53,4884,0.89,265,42.62,4618,5469,3571,20.55,119,4,0,4,403.89,296,3101,2839,1386.93,3035
2019,EU27_2020,(831) Severozapaden,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,2.36,18.26,22.09,12914,1.03,1870,102.4,11044,12548,5308,2.36,5,10,7,21,228.53,517,15659,14478,6141.3,9279
2019,EU27_2020,(831) Severozapaden,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,3.13,39.71,30.82,27352,1.22,5607,141.2,21745,22423,9768,15.64,185,217,219,0,296.8,1522,30889,27827,8895.71,15093
2019,EU27_2020,(831) Severozapaden,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,4.65,70.29,70.66,69529,1.03,16607,236.25,52922,67551,32202,58.73,1037,2109,846,136,397.32,3351,60071,56655,12185.28,24376
2019,EU27_2020,(831) Severozapaden,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,3,538.9,218.36,81448,0.43,45780,110.45,35546,189215,105424,56.3,12653,10964,6724,0,343.85,7630,51782,49115,16371.77,102403
2019,EU27_2020,(831) Severozapaden,(7) Granivores,(1) 2 000 - < 8 000 EUR,1.38,0.15,4.93,7743,0.97,8,50.29,7735,7962,3955,0,0,0,0,0,802.01,647,5802,4560,3295.81,3165
2019,EU27_2020,(831) Severozapaden,(7) Granivores,(2) 8 000 - < 25 000 EUR,1.97,0.53,11.63,8347,0.8,322,613.56,8025,10459,3129,214.75,40,60,13,0,259.27,883,4379,1747,888.63,125
2019,EU27_2020,(831) Severozapaden,(7) Granivores,(3) 25 000 - < 50 000 EUR,1.43,0,17.65,34257,1.12,0,-,34257,30668,17538,-,0,0,0,0,993.87,2403,11632,10916,7628.19,0
2019,EU27_2020,(831) Severozapaden,(7) Granivores,(4) 50 000 - < 100 000 EUR,2.78,1.2,69.02,47582,0.89,409,340.87,47173,53483,37075,239.46,26,256,6,0,533.01,2280,8540,-4784,-1723.49,1117
2019,EU27_2020,(831) Severozapaden,(7) Granivores,(5) 100 000 - < 500 000 EUR,5.53,0,208.03,197205,0.64,0,-,196512,309593,230471,-,0,0,0,0,1058.77,26669,-41884,-53468,-9663.7,36004
2019,EU27_2020,(831) Severozapaden,(7) Granivores,(6) >= 500 000 EUR,38.47,4.29,1624.81,1991740,1.02,1607,382.26,1820737,1955151,1328510,0,0,0,0,0,808.47,122983,613473,443349,11523.94,185389
2019,EU27_2020,(831) Severozapaden,(8) Mixed,(1) 2 000 - < 8 000 EUR,1.45,0.61,0,4522,1.18,172,280.61,4350,3845,1362,82.44,0,29,21,0,-,213,3733,3125,2160.05,982
2019,EU27_2020,(831) Severozapaden,(8) Mixed,(2) 8 000 - < 25 000 EUR,1.92,1.69,0.82,8476,1.6,1024,604.68,7452,5313,1897,57.63,46,43,9,0,291.15,195,9615,8971,4666.1,3566
2019,EU27_2020,(831) Severozapaden,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.38,0.06,0,29137,1.41,5,85.22,29132,20716,6526,0,0,0,0,0,-,983,23336,16841,12202.01,3837
2019,EU27_2020,(831) Severozapaden,(8) Mixed,(4) 50 000 - < 100 000 EUR,2.43,51.89,25.3,25704,0.69,14352,276.59,11352,37183,13267,111.73,2034,3375,389,0,295.23,5880,19006,18029,7419.33,16651
2019,EU27_2020,(831) Severozapaden,(8) Mixed,(5) 100 000 - < 500 000 EUR,4.68,176.56,76.44,133352,1.03,78437,447,54915,129013,54433,98.78,6770,6673,3998,0,483.95,13468,105431,94309,20140.76,49750
2019,EU27_2020,(831) Severozapaden,(8) Mixed,(6) >= 500 000 EUR,17.35,1288.3,205.29,463079,0.75,357708,372.44,105372,619757,165295,89.14,23725,66482,24248,390,245.75,76589,411979,326202,18799.87,243150
2019,EU27_2020,(832) Severen tsentralen,(1) Fieldcrops,(1) 2 000 - < 8 000 EUR,1.59,5.22,0.13,6033,1.35,6024,1153.85,9,4476,1042,189.05,313,382,263,29,412.62,582,6990,6319,3982.86,2009
2019,EU27_2020,(832) Severen tsentralen,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,1.54,17.7,0,13948,1.22,13930,802.22,18,11460,3573,201.3,1078,1437,1032,17,-,1150,14431,13411,8703.33,4995
2019,EU27_2020,(832) Severen tsentralen,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,1.67,43.35,0.37,38413,1.11,38323,902.77,90,34557,11662,261.48,2838,5061,3437,0,874.32,3959,34250,31982,19128.02,12890
2019,EU27_2020,(832) Severen tsentralen,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,2.63,84.65,0.68,71914,0.91,71408,865.63,506,78884,22621,258.5,5332,11249,5287,14,1086.07,8307,51252,42501,16150.22,20221
2019,EU27_2020,(832) Severen tsentralen,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,8.29,410.67,1.17,371217,0.92,370676,918,511,402970,108574,262.83,25523,51958,30435,20,542.91,37805,276406,229101,27624.06,80974
2019,EU27_2020,(832) Severen tsentralen,(1) Fieldcrops,(6) >= 500 000 EUR,26.09,1423.65,29.22,1370140,0.94,1335249,959.57,33175,1457528,437783,292.59,96351,193247,126402,542,701.75,135701,926709,747334,28641.03,274911
2019,EU27_2020,(832) Severen tsentralen,(2) Horticulture,(1) 2 000 - < 8 000 EUR,1.52,1.16,0,8032,1.54,8032,6949.44,0,5216,1518,1313.2,989,141,165,222,-,384,9369,8688,5721.28,539
2019,EU27_2020,(832) Severen tsentralen,(2) Horticulture,(2) 8 000 - < 25 000 EUR,1.85,2.03,0,10047,1.4,9065,3528.3,982,7157,3097,1170.78,1243,999,637,89,-,1034,6703,6180,3334.15,1040
2019,EU27_2020,(832) Severen tsentralen,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1.33,6.72,0,32195,3.28,32195,4788.52,0,9829,4076,606.31,1820,915,1188,153,-,816,32388,31255,23568.17,7049
2019,EU27_2020,(832) Severen tsentralen,(2) Horticulture,(4) 50 000 - < 100 000 EUR,1.31,0,0,11780,1.37,11780,-,0,8605,2378,-,0,1749,455,174,-,2450,7527,5512,4192.98,0
2019,EU27_2020,(832) Severen tsentralen,(2) Horticulture,(5) 100 000 - < 500 000 EUR,15.14,57.77,0,345045,1.13,345045,6425.41,0,306607,55887,967.41,24471,10440,16932,4044,-,70686,218128,187275,12372.71,41611
2019,EU27_2020,(832) Severen tsentralen,(3) Wine,(1) 2 000 - < 8 000 EUR,0.99,4.89,0,1278,0.07,1278,261.4,0,17089,2137,437.06,0,0,2137,0,-,596,-4317,-12433,-12541.21,1886
2019,EU27_2020,(832) Severen tsentralen,(3) Wine,(2) 8 000 - < 25 000 EUR,4.03,14.15,0,21370,0.92,21370,1510.23,0,23167,1439,101.68,0,0,1439,0,-,221,24650,19361,4798.96,7196
2019,EU27_2020,(832) Severen tsentralen,(3) Wine,(3) 25 000 - < 50 000 EUR,5.95,27.64,0,22759,0.22,22759,823.34,0,103268,7157,258.9,0,1518,5522,117,-,5346,18088,-32027,-5383.28,13517
2019,EU27_2020,(832) Severen tsentralen,(4) Other permanent crops,(1) 2 000 - < 8 000 EUR,1.45,3.86,0.02,5242,0.91,5242,1593.35,0,5762,1308,338.82,27,295,840,145,104.35,784,6886,5474,3787.1,3612
2019,EU27_2020,(832) Severen tsentralen,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,3.76,11.05,0,10767,0.35,10767,974.35,0,30374,2929,265.1,4,574,2233,119,-,1527,20818,13667,3634.66,10355
2019,EU27_2020,(832) Severen tsentralen,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,2.63,23.96,0,29111,0.7,29111,1225.29,0,41300,5237,218.53,219,1137,2183,1698,-,6659,32653,20578,7825.31,20284
2019,EU27_2020,(832) Severen tsentralen,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,3.79,48.38,0,95940,1.18,95940,1983.18,0,80999,20348,420.62,3450,6232,9386,1279,-,8220,106843,95154,25076.65,51106
2019,EU27_2020,(832) Severen tsentralen,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,1.64,70,0,0,0,0,0,0,27991,0,0,0,0,0,0,-,371,11398,-4547,-2772.72,20188
2019,EU27_2020,(832) Severen tsentralen,(5) Milk,(2) 8 000 - < 25 000 EUR,1.98,9.16,16.33,17378,1.71,2526,275.65,14852,10187,5646,52.31,95,207,159,18,316.32,799,17935,16950,8544.84,4637
2019,EU27_2020,(832) Severen tsentralen,(5) Milk,(3) 25 000 - < 50 000 EUR,2.58,31.49,31.97,31698,2.05,4121,130.86,27577,15426,7509,13.03,84,165,104,58,222.04,1345,35834,34733,13446.82,12115
2019,EU27_2020,(832) Severen tsentralen,(5) Milk,(4) 50 000 - < 100 000 EUR,2.77,38.24,53.27,55621,1.14,14464,398.02,41158,48842,24706,51.26,591,1026,299,44,427.03,2261,52682,48166,17416.59,22333
2019,EU27_2020,(832) Severen tsentralen,(5) Milk,(5) 100 000 - < 500 000 EUR,3.85,144.7,122.19,175192,1.12,58145,495.37,117047,156513,79247,52.66,2342,2897,2381,0,586.19,13678,126385,102268,26533.34,56071
2019,EU27_2020,(832) Severen tsentralen,(6) Other grazing livestock,(1) 2 000 - < 8 000 EUR,1.8,0.3,9.43,9557,1.73,356,1187.35,9201,5514,3877,71.58,7,10,5,0,409.06,379,10890,10535,5856.31,1508
